id,occurrence_id,last_modified,callnumber,title,scientificname,collector,collecting_date,latitude,longitude,datum,geographic_continent,geographic_country,geographic_stateprovince,geographic_county,geographic_municipality,geographic_locality,common_name,type,format,era,geographic_culture,identified_by,identification_references,previous_identifications,associated_references,image_path,image_link

4202127,urn:uuid:2783c5db-7f30-42f9-b81b-b219a2fde1e8,2024-08-29T12:49:28.000Z,YPM MIN 043314,Quartz var. amethyst; YPM MIN 043314; South America; Brazil; Rio Grande do Sul State,Quartz var. amethyst,,,,,,South America,Brazil,Rio Grande do Sul State,,,,minerals,MIN number 43314; lot count 1; ; ; Brush Collection; associatedwith=EXH.000249,,,,,,,Quartz var. amethyst,,"https://images.collections.yale.edu/iiif/2/ypm:0b5052a3-a748-4770-b803-2232272505f8/full/!1920,1920/0/default.jpg"
