id,occurrence_id,last_modified,callnumber,title,scientificname,collector,collecting_date,latitude,longitude,datum,geographic_continent,geographic_country,geographic_stateprovince,geographic_county,geographic_municipality,geographic_locality,common_name,type,format,era,geographic_culture,identified_by,identification_references,previous_identifications,associated_references,image_path,image_link

2977689,urn:uuid:98d11e7f-7cc5-496d-87af-5f08454b388d,2021-09-17T12:57:05.000Z,YPM MIN 033656,"Wulfenite; YPM MIN 033656; North America; USA; Arizona; La Paz County; Silver District, Red Cloud Mine",Wulfenite,,,33.100316,-114.599676,WGS84,North America,USA,Arizona,La Paz County,,"Silver District, Red Cloud Mine",minerals,MIN number 33656; lot count 1; ; ; Brush Collection,,,,,,,Wulfenite,,"https://images.collections.yale.edu/iiif/2/ypm:c9c90203-8f5c-472a-bb47-f59a9dde7724/full/!1920,1920/0/default.jpg"
