id,occurrence_id,last_modified,callnumber,title,scientificname,collector,collecting_date,latitude,longitude,datum,geographic_continent,geographic_country,geographic_stateprovince,geographic_county,geographic_municipality,geographic_locality,common_name,type,format,era,geographic_culture,identified_by,identification_references,previous_identifications,associated_references,image_path,image_link

2981812,urn:uuid:114934db-5644-47be-8dff-eba1b48ef5a8,2024-10-15T21:31:52.000Z,YPM MIN 042516,Apophyllite; YPM MIN 042516; Asia; India; Maharashtra; Poone,Apophyllite,,,18.521391,73.85652,WGS84,Asia,India,Maharashtra,,,Poone,minerals,MIN number 42516; lot count 1; ; ; Brush Collection,,,,,,,Apophyllite|Stilbite,|,"https://images.collections.yale.edu/iiif/2/ypm:d982fec3-f76c-4e18-9ce6-d580c625b30a/full/!1920,1920/0/default.jpg"
